,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,371892.9079504991,0.0018459999999997923,,926573.4623540493,157350.0,590872.8746933037,535470.0
1,409526.2013241581,0.0015473999999999766,,870763.3121462313,157350.0,477945.23808450834,535470.0
2,397851.2511634908,0.0018321999999999505,,571749.1736069517,157350.0,461779.9129108069,535470.0
3,287366.61725117377,0.0030689999999999884,,590593.9330707592,157350.0,465525.26954611565,535470.0
4,489114.8556376958,0.001730199999999904,,653080.4692263237,157350.0,504417.3044977119,535470.0
5,371954.17509171984,0.002001900000000001,,635136.7175408694,157350.0,483223.6082566277,535470.0
6,311604.79741128866,0.0018717000000001427,,571274.4181351194,157350.0,476571.20372209843,535470.0
7,537675.4198303737,0.0008318000000000492,,650300.306206729,157350.0,515156.11310138635,535470.0
8,451998.3116744935,0.0013513999999998916,,772079.961285298,157350.0,535866.0891459117,535470.0
9,397823.44179386477,0.001385399999999981,,750059.8294263879,157350.0,535169.6241702157,535470.0
