,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.0,0.0,0.0,0.0,0.0
Room2,0.045396935315886525,0.0,0.0,0.0,0.0,0.0
Room3,0.026731618496152687,0.05616266883616359,0.0,0.0,0.0,0.0
Room4,0.0031179375474837236,0.0,0.04550748519790094,0.0,0.0,0.0
Room5,0.0,0.0,0.0,0.0,0.0,0.0
Room6,0.0,0.0,0.0,0.0,0.0,0.0
