,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.0,0.0,0.0,0.0,0.0
Room2,0.06132919203001248,0.0,0.0,0.0,0.0,0.0
Room3,0.013230550842976741,0.07257980900233528,0.0,0.0,0.0,0.0
Room4,0.0008316008316008316,0.00559394056757853,0.037177122599586325,0.0,0.0,0.0
Room5,0.0,0.0,0.0,0.0,0.0,0.0
Room6,0.0,0.0,0.0,0.0,0.0,0.0
