,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.0,0.0,0.0,0.0,0.0
Room2,0.05683303740951608,0.0,0.0,0.0,0.0,0.0
Room3,0.025646485665361023,0.05830547221633432,0.0,0.0,0.0,0.0
Room4,0.0,0.00591755524890729,0.025315855547714698,0.0,0.0,0.0
Room5,0.0,0.0,0.0,0.0006514657980456026,0.0,0.0
Room6,0.0,0.0,0.0,0.0,0.0,0.0
