,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.05143137351990325,0.027329733375283088,0.02308402633110025,0.024297220477631866,0.02210762892654351
Room2,0.0,0.0,0.06254895681847614,0.03651036310366339,0.028962731544614255,0.0433763056217471
Room3,0.0,0.0,0.0,0.08321817079152741,0.08344121734467409,0.04243362947773941
Room4,0.0,0.0,0.0,0.0,0.15566917348669174,0.11705204162646243
Room5,0.0,0.0,0.0,0.0,0.0,0.17230052958498548
Room6,0.0,0.0,0.0,0.0,0.0,0.0
