,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.2488228126016788,0.016313012186853954,0.0004514672686230248,0.0,0.0
Room2,0.0,0.0,0.027273557401783433,0.0028803065652518584,0.0,0.0
Room3,0.0,0.0,0.0,0.03378716075453923,0.001207470721367854,0.00010520778537611783
Room4,0.0,0.0,0.0,0.0,0.016035229601318507,0.002185270642778545
Room5,0.0,0.0,0.0,0.0,0.0,0.016744616732011098
Room6,0.0,0.0,0.0,0.0,0.0,0.0
