,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.011583310234224355,0.0001579778830963665,0.0021901033234229196,0.001263823064770932,0.0
Room2,0.0,0.0,0.006664735920606265,0.004006373729365064,0.0032741230653068553,0.003960338547649196
Room3,0.0,0.0,0.0,0.06086325718779895,0.03733769373505647,0.04416535891804359
Room4,0.0,0.0,0.0,0.0,0.12785567224904568,0.05449991971785798
Room5,0.0,0.0,0.0,0.0,0.0,0.24535735168425185
Room6,0.0,0.0,0.0,0.0,0.0,0.0
