,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.008035310304071211,0.00034904013961605586,0.0,0.0006980802792321117,0.0031413612565445023
Room2,0.0,0.0,0.022658824260795254,0.005958935260442287,0.006785838871193051,0.004805351464483755
Room3,0.0,0.0,0.0,0.041526867017346016,0.03684471348866223,0.03694673205723025
Room4,0.0,0.0,0.0,0.0,0.09641451226063569,0.08379856090351456
Room5,0.0,0.0,0.0,0.0,0.0,0.17248617056459373
Room6,0.0,0.0,0.0,0.0,0.0,0.0
