,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.16261562877896846,0.0,0.0,0.0,0.0
Room2,0.0,0.0,0.019779195070477356,0.00020325203252052518,0.0,0.0
Room3,0.0,0.0,0.0,0.03167961567122889,0.0011344873081207487,0.003299844444473696
Room4,0.0,0.0,0.0,0.0,0.016402752032841694,0.001224238952853755
Room5,0.0,0.0,0.0,0.0,0.0,0.026832974434397184
Room6,0.0,0.0,0.0,0.0,0.0,0.0
