,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,2997811.5039747534,0.016978899999999797,,3421702.8604029953,1669378.125,3762006.0786250695,4169875.625
1,2946097.6449576714,0.02218580000000081,,3690116.7460195455,1669378.125,3981093.254284773,4169875.625
2,3128701.464733441,0.018220900000001095,,3247006.217012414,1669378.125,3694704.874551568,4169875.625
3,3061926.5327446647,0.010868600000000228,,3884024.9140959634,1669378.125,3805628.818198366,4169875.625
4,3182774.97392652,0.012732600000001426,,3675563.249249223,1669378.125,3847908.7657412686,4169875.625
5,2703736.4950763453,0.016185899999999975,,3213127.138150166,1669378.125,3579389.9923012946,4169875.625
6,3039832.2619381025,0.009349300000000227,,3227946.678281974,1669378.125,3522789.174036657,4169875.625
7,2689360.401122614,0.01482209999999995,,2797396.4373437525,1669378.125,3386603.6220744257,4169875.625
8,2516846.207315707,0.01801429999999904,,3124588.645619406,1669378.125,3659036.302249344,4169875.625
9,2976992.451802644,0.011030200000000434,,3587931.3136834116,1669378.125,3830362.4634013656,4169875.625
10,2783934.809599192,0.010186700000000215,,2863445.395961618,1669378.125,3490379.461549294,4169875.625
11,2978653.357550685,0.003414499999999876,,3447108.4502631705,1669378.125,3745827.022620349,4169875.625
12,2893471.954343586,0.015459800000000357,,3423636.4531238205,1669378.125,3748692.3778315373,4169875.625
13,2972086.865576017,0.01321139999999943,,3126506.235221374,1669378.125,3605742.6328306054,4169875.625
14,2768709.172173198,0.013034700000000399,,3283015.348511865,1669378.125,3548834.786880034,4169875.625
15,2665725.678785474,0.014375400000000482,,3357246.48106383,1669378.125,3520010.513508144,4169875.625
16,3145467.7045949777,0.024368199999999618,,3530583.1792037454,1669378.125,3869345.693811437,4169875.625
17,3043562.9188309554,0.018240399999999823,,3255260.3464647313,1669378.125,3639901.183449979,4169875.625
18,2964867.8034683717,0.010557799999999062,,3357224.236084546,1669378.125,3596646.0119019803,4169875.625
19,2996356.12824673,0.013552100000000067,,3577900.1363911573,1669378.125,3911516.6218303833,4169875.625
20,2753038.7642353335,0.03188770000000041,,3058511.0685419017,1669378.125,3520533.9114376856,4169875.625
21,2903501.459846562,0.010389299999999935,,2928212.366605049,1669378.125,3527840.4320054394,4169875.625
22,2800647.3683296735,0.01880539999999975,,3081217.0673726024,1669378.125,3673512.8605310353,4169875.625
23,2918469.8531384454,0.021033800000001435,,3369852.693210425,1669378.125,3667067.777183011,4169875.625
24,3226302.0932093356,0.013929900000000828,,3710482.6761337374,1669378.125,4152095.65641213,4169875.625
25,2929278.723533403,0.018969699999999534,,3431728.806478214,1669378.125,3830974.6380824056,4169875.625
26,2964481.3695918173,0.014418500000001444,,3464152.0442794366,1669378.125,3760393.9428462195,4169875.625
27,2843957.3445873973,0.013597700000000046,,3475735.5622216845,1669378.125,3799802.0194331817,4169875.625
28,3031387.5738383764,0.012024100000001425,,3320164.463679014,1669378.125,3833566.561455946,4169875.625
29,2984607.438207674,0.017421800000001042,,3429364.031553162,1669378.125,3859772.4321361026,4169875.625
