gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_est
407140.2815333837,1366.9644610999967,0.0499910806095683,643563.448950058,236025.0,610021.7241191686,551205.0,351296.96910221013,0.0013741000000004,407140.2815333837,0.8628401193297435,1.0052199885977001e-06,0.8628401193297435,351296.96910221013,0.0013741000000004,0.8628401193297435,1.0052199885977001e-06,0.8628401193297435
371845.49563943263,204.5176254999969,0.0489476279833517,705063.3963849589,236025.0,625078.9830281872,551205.0,282388.38837670285,0.0012848000000005,371845.49563943263,0.7594239857366092,6.282099143579777e-06,0.7594239857366092,282388.38837670285,0.0012848000000005,0.7594239857366092,6.282099143579777e-06,0.7594239857366092
405946.8756128235,318.9564989999999,0.049706379068235,621168.1199418419,236025.0,609921.4160474539,551205.0,331900.13191647944,0.0014189,405946.8756128235,0.8175949905155397,4.448569019438605e-06,0.8175949905155397,331900.13191647944,0.0014189,0.8175949905155397,4.448569019438605e-06,0.8175949905155397
479144.4902320693,2714.3290990000023,0.0499695024969385,630636.5777271837,236025.0,602698.2827905613,551205.0,442432.3494004782,0.0016823999999999,479144.4902320693,0.9233798121860696,6.198216718155953e-07,0.9233798121860696,442432.3494004782,0.0016823999999999,0.9233798121860696,6.198216718155953e-07,0.9233798121860696
435368.5994942146,280.9807493000044,0.0498939480513501,628590.8996192698,236025.0,593240.3100639697,551205.0,432178.5319960787,0.0011901999999999,435368.5994942146,0.9926727203067884,4.235877379375617e-06,0.9926727203067884,432178.5319960787,0.0011901999999999,0.9926727203067884,4.235877379375617e-06,0.9926727203067884
