gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
344101.5687092426,449.0506250000035,0.0498723294469501,745497.3788638108,157350.0,592026.0182877097,535470.0,316877.5062190009,0.0017633999999997,362163.5064148254,0.9208836431860461,3.926951443391681e-06,0.874957030750764,316877.5062190009,0.0017633999999997,0.9208836431860461,3.926951443391681e-06,0.874957030750764
386383.8214247896,10832.741527000006,0.1631159069640939,691510.0781171147,157350.0,481901.1622100768,535470.0,369561.5689333014,0.0014918000000001,461693.35113436315,0.9564623269435656,1.3771213836145461e-07,0.8004481070071781,369561.5689333014,0.0014918000000001,0.9564623269435656,1.3771213836145461e-07,0.8004481070071781
385296.3743491176,3857.7053514,0.0499193465867609,446913.2177046682,157350.0,465969.81179103215,535470.0,288888.6934796192,0.0014037999999985,405540.7011656434,0.7497830571793981,3.6389508065696285e-07,0.7123543768831785,288888.6934796192,0.0014037999999985,0.7497830571793981,3.6389508065696285e-07,0.7123543768831785
414772.3793820442,10836.843940100009,0.1294907017268163,466041.6723303552,157350.0,469848.0720827234,535470.0,391959.81588810845,0.0014222000000003,476470.9351236362,0.9449998007873055,1.3123747170868413e-07,0.8226311134516556,391959.81588810845,0.0014222000000003,0.9449998007873055,1.3123747170868413e-07,0.8226311134516556
455151.3098211347,602.1255901999975,0.0494461189968698,535485.3691231982,157350.0,509093.963018913,535470.0,451898.4224764301,0.0021214,478827.46987557237,0.99285317371495,3.5231852532548428e-06,0.9437604375410207,451898.4224764301,0.0021214,0.99285317371495,3.5231852532548428e-06,0.9437604375410207
385122.41478802025,7477.662997000007,0.0499644105385744,511394.8060609272,157350.0,487320.87493997935,535470.0,331934.75809134846,0.0018177999999995,405376.82909999805,0.8618941545483728,2.4309734214136026e-07,0.8188301211697204,331934.75809134846,0.0018177999999995,0.8618941545483728,2.4309734214136026e-07,0.8188301211697204
300179.00963236694,3838.183793999997,0.049666694878691,457266.3997871235,157350.0,481415.5784198489,535470.0,257792.2635603737,0.0014257000000004,315867.0837007543,0.8587951032155619,3.7145172730631387e-07,0.8161415888608405,257792.2635603737,0.0014257000000004,0.8587951032155619,3.7145172730631387e-07,0.8161415888608405
442343.3943161492,10815.960211900005,0.1252182836834044,514091.8171596147,157350.0,519248.992915465,535470.0,431496.3053355109,0.0017378000000007,505661.45366949914,0.9754781259989027,1.606699697442236e-07,0.8533304292906164,431496.3053355109,0.0017378000000007,0.9754781259989027,1.606699697442236e-07,0.8533304292906164
452473.5838863107,3802.635621600013,0.0499163643444678,640198.8465730083,157350.0,540435.9141920044,535470.0,423400.2285974872,0.0015871,476246.0555108036,0.935745740029481,4.173684144188932e-07,0.8890367147363857,423400.2285974872,0.0015871,0.935745740029481,4.173684144188932e-07,0.8890367147363857
437956.23479176697,4382.5665132,0.0499108684224822,618984.0707591822,157350.0,540414.4149550849,535470.0,369428.25676181057,0.0013221999999988,460963.31410989736,0.8435277943638841,3.016953641242913e-07,0.8014265896086817,369428.25676181057,0.0013221999999988,0.8435277943638841,3.016953641242913e-07,0.8014265896086817
