gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
422437.59448589466,1160.972490600005,0.0498828036658641,782385.5354184394,157350.0,650167.5814043694,535470.0,396510.6070047293,0.0017369000000009,444616.30219492665,0.9386252837825231,1.4960733471843495e-06,0.8918040230357835,396510.6070047293,0.0017369000000009,0.9386252837825231,1.4960733471843495e-06,0.8918040230357835
378399.4986702922,3794.6005993,0.0497275914160888,733389.9596618665,157350.0,595668.5414201886,535470.0,368465.3725449536,0.0025703000000003,398201.0792401942,0.9737469891999132,6.773571902335255e-07,0.9253248967783333,368465.3725449536,0.0025703000000003,0.9737469891999132,6.773571902335255e-07,0.9253248967783333
399749.1602871134,483.5848301000078,0.0492350316902481,628828.9078562447,157350.0,591695.5329823421,535470.0,333353.64167717856,0.0016044999999991,420450.0308817417,0.8339070467033693,3.317928727555993e-06,0.7928496068322078,333353.64167717856,0.0016044999999991,0.8339070467033693,3.317928727555993e-06,0.7928496068322078
356922.7710051867,672.7685882000078,0.0499003203204004,509236.9028673979,157350.0,531538.1458301521,535470.0,306300.5757459844,0.0013328999999995,375668.76259294304,0.8581704520654786,1.9812161616606885e-06,0.8153474716179084,306300.5757459844,0.0013328999999995,0.8581704520654786,1.9812161616606885e-06,0.8153474716179084
302709.74689874164,414.2566268000082,0.0488468911900331,626725.1941185445,157350.0,571289.6235193233,535470.0,274616.5448660756,0.0009626000000011,318255.5406641905,0.9071942601106155,2.323680389706396e-06,0.8628806407987698,274616.5448660756,0.0009626000000011,0.9071942601106155,2.323680389706396e-06,0.8628806407987698
362557.34988555184,263.42256479999924,0.042779202488198,721549.6196882536,157350.0,661090.7523449772,535470.0,329446.36813479394,0.0016356999999995,378760.41852410935,0.9086738090919685,6.209414904305513e-06,0.8698014682171009,329446.36813479394,0.0016356999999995,0.9086738090919685,6.209414904305513e-06,0.8698014682171009
329655.8912313744,505.2787553000089,0.0471446006358863,663851.7539856214,157350.0,595869.9751684552,535470.0,321655.3993108076,0.0019989000000002,345966.3359743458,0.9757307782649285,3.956034127762515e-06,0.929730340395486,321655.3993108076,0.0019989000000002,0.9757307782649285,3.956034127762515e-06,0.929730340395486
366810.3174748311,870.917008999997,0.0453454644269413,604320.2490785238,157350.0,549411.2661404875,535470.0,340805.9276374936,0.0018758999999999,384233.56701976253,0.9291067110206849,2.153936575603045e-06,0.886975935707264,340805.9276374936,0.0018758999999999,0.9291067110206849,2.153936575603045e-06,0.886975935707264
393187.1494223204,194.27181259999637,0.0493788981868914,563691.2145540538,157350.0,536655.3947602849,535470.0,337825.47247451777,0.0020535999999999,413610.7947450348,0.8591976441011836,1.0570756367153689e-05,0.8167714111106943,337825.47247451777,0.0020535999999999,0.8591976441011836,1.0570756367153689e-05,0.8167714111106943
398951.6252842655,10866.718328000004,0.0863620814907589,777308.0866428039,157350.0,525125.1671121523,535470.0,349618.5292533296,0.0015091000000015,436662.7273255299,0.876343163169759,1.38873572908671e-07,0.8006603434982229,349618.5292533296,0.0015091000000015,0.876343163169759,1.38873572908671e-07,0.8006603434982229
