,obj,time,agent_ub,ind_ub,capacity_value,income_ub
0,482735.0506237737,2603.909822,667971.4916432247,157350.0,437965.414197466,535470.0
1,434436.523269638,96.75999019999972,514699.31799613964,157350.0,444411.74591956334,535470.0
2,425098.88067751855,60.81446720000031,575208.8092603022,157350.0,462344.2695191248,535470.0
3,512261.7713554862,39.42223750000039,631523.2901569223,157350.0,492703.6510348578,535470.0
4,405739.09751862695,49.68534509999972,630011.1541060194,157350.0,504000.7387591874,535470.0
