order,from type,to type,upgrade amount
1,1,2,0.0
2,1,2,0.0
3,1,2,0.0
4,1,2,1.0000000000000056
5,1,2,0.0
6,1,2,0.0
7,1,2,0.0
8,1,2,0.0
