,Room1,Room2,Room3,Room4,Room5,Room6
Room1,0.0,0.10848198011144464,0.05145787494054134,0.02458954027994218,0.021882990387214942,0.018786492874573953
Room2,0.11511406185513143,0.0,0.035792002700060686,0.03387361338243448,0.02182907806632472,0.01553899962372276
Room3,0.1694268491302076,0.14213680956663752,0.0,0.017672165121968966,0.03973078966607746,0.03692841378091399
Room4,0.15992046977550986,0.0960171113517588,0.09429377074115158,0.0,0.045819824258385364,0.01568714947068694
Room5,0.20208141021415954,0.13834589264789973,0.07934148729537802,0.04010007569694859,0.0,0.07056821782312037
Room6,0.20558479447053046,0.12026556730838536,0.06566941197994444,0.08372095350080597,0.06663119503345355,0.0
