,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,2032201.0052148402,0.019545800000000058,,3421702.8604029953,556459.375,3514526.495969285,3947291.875
1,2170682.8754202216,0.02027050000000008,,3690116.7460195455,556459.375,3775177.5856645824,3947291.875
2,2568249.6586473803,0.014528199999999991,,3247006.217012414,556459.375,3428745.5350253982,3947291.875
3,2506290.441667677,0.017707999999999835,,3884024.9140959634,556459.375,3587136.01999562,3947291.875
4,2472006.529906997,0.020783600000000124,,3675563.249249223,556459.375,3624294.057061243,3947291.875
5,2092205.3247944056,0.025599499999999997,,3213127.138150166,556459.375,3298865.8524971413,3947291.875
6,2182737.1839625244,0.033137399999999984,,3227946.678281974,556459.375,3237814.813848121,3947291.875
7,1691655.0479757574,0.022403699999999915,,2797396.4373437525,556459.375,3055668.4044811237,3947291.875
8,1574542.5868186129,0.013047599999999937,,3124588.645619406,556459.375,3380821.2418314507,3947291.875
9,2242315.90170661,0.01596239999999982,,3587931.3136834116,556459.375,3600165.51837298,3947291.875
10,2031055.1850408355,0.022107600000000005,,2863445.395961618,556459.375,3174535.251796621,3947291.875
11,2121206.157255402,0.011169100000000043,,3447108.4502631705,556459.375,3497948.603284436,3947291.875
12,2085196.3964440818,0.011789499999999897,,3423636.4531238205,556459.375,3499779.3861750644,3947291.875
13,2292822.133384669,0.015359599999999585,,3126506.235221374,556459.375,3321879.4424111135,3947291.875
14,1985114.544653982,0.016858299999999993,,3283015.348511865,556459.375,3270060.939533899,3947291.875
15,1610810.302807882,0.016747399999999857,,3357246.48106383,556459.375,3243460.771352705,3947291.875
16,2367883.0238913335,0.02836280000000002,,3530583.1792037454,556459.375,3640961.3721007663,3947291.875
17,2351793.2105808095,0.01569470000000006,,3255260.3464647313,556459.375,3368462.588505849,3947291.875
18,2351659.8921805187,0.009846800000000044,,3357224.236084546,556459.375,3327363.949670299,3947291.875
19,2179700.8983325926,0.014588899999999683,,3577900.1363911573,556459.375,3690978.799588116,3947291.875
20,2067434.9065254102,0.01295769999999985,,3058511.0685419017,556459.375,3223112.2148388554,3947291.875
21,2013227.0389498826,0.010833700000000057,,2928212.366605049,556459.375,3220995.258159461,3947291.875
22,1825365.0292566535,0.01585660000000022,,3081217.0673726024,556459.375,3393882.878277159,3947291.875
23,2262905.423062349,0.022334400000000088,,3369852.693210425,556459.375,3405843.6360145714,3947291.875
24,2821708.7032570723,0.009117400000000053,,3710482.6761337374,556459.375,3971728.7937216116,3947291.875
25,2143042.4036420668,0.017670199999999525,,3431728.806478214,556459.375,3592399.7954485556,3947291.875
26,2283780.732189946,0.016035900000000325,,3464152.0442794366,556459.375,3515170.350854623,3947291.875
27,2290329.6940808254,0.015153399999999984,,3475735.5622216845,556459.375,3559875.0432106294,3947291.875
28,2172113.5654166127,0.013808499999999668,,3320164.463679014,556459.375,3588896.3824437773,3947291.875
29,2227119.818894069,0.02471950000000067,,3429364.031553162,556459.375,3624706.611899751,3947291.875
