,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,3352558.2911056215,0.026706100000000177,,4278694.500956661,1669378.125,3672083.4524344034,4169875.625
1,3428807.6433887794,0.03057219999999994,,4750724.083249865,1669378.125,3920683.284165894,4169875.625
2,3509482.3710733876,0.01996320000000118,,3985919.374607551,1669378.125,3614286.1425842033,4169875.625
3,3540264.046697445,0.01744599999999963,,4877430.595376038,1669378.125,3750336.5029201303,4169875.625
4,3717699.646330673,0.018090999999998303,,4673736.791963877,1669378.125,3784062.3257044326,4169875.625
5,2942740.2871540505,0.05066369999999942,,3922260.3763136477,1669378.125,3514019.3702996313,4169875.625
6,3510474.3162453407,0.013142300000000162,,4159132.591569719,1669378.125,3428372.802755966,4169875.625
7,2945023.294083682,0.01669099999999979,,3501019.440540894,1669378.125,3300083.602439133,4169875.625
8,2739473.197189144,0.0311937000000011,,3814495.379178946,1669378.125,3577838.0749541274,4169875.625
9,3413621.838475663,0.03220089999999942,,4403210.204580089,1669378.125,3766353.4135083864,4169875.625
10,3228386.451585714,0.01629239999999932,,3572844.6074431445,1669378.125,3411094.4441018975,4169875.625
11,3281719.9914159235,0.008420400000000328,,4215018.430090936,1669378.125,3680691.8526919866,4169875.625
12,3237408.0383972107,0.019567200000000895,,4217588.928627055,1669378.125,3679168.6511711073,4169875.625
13,3325550.343108873,0.037925400000000664,,3880897.0120128775,1669378.125,3530283.526715765,4169875.625
14,3300013.371117223,0.010989600000000266,,4186186.948708689,1669378.125,3467876.248206002,4169875.625
15,3186091.0861511757,0.022568299999999653,,4197611.092035128,1669378.125,3448246.5692769038,4169875.625
16,3575033.1040313607,0.06765509999999963,,4401730.760049144,1669378.125,3815338.6017799396,4169875.625
17,3385080.6328655705,0.0235985000000003,,4002183.552429922,1669378.125,3571881.5359424134,4169875.625
18,3323494.292033648,0.012724999999999653,,4172624.490372131,1669378.125,3522282.8439332712,4169875.625
19,3446674.292240542,0.03412119999999952,,4436675.848645444,1669378.125,3855430.2014271407,4169875.625
20,3128937.589380372,0.04340780000000066,,3889603.1176200025,1669378.125,3440544.7839824446,4169875.625
21,3290484.798050667,0.020700800000000186,,3637561.5956712724,1669378.125,3454734.7828305173,4169875.625
22,3115930.9411823703,0.036609900000000195,,3883881.8695367477,1669378.125,3586496.6148927943,4169875.625
23,3320541.5864250045,0.01775940000000098,,4145222.4480356406,1669378.125,3620090.197649903,4169875.625
24,3701837.4785710024,0.025389099999999942,,4733986.205113972,1669378.125,4115634.8201279617,4169875.625
25,3229721.552437661,0.03560509999999972,,4236469.858231657,1669378.125,3764592.1465885206,4169875.625
26,3403836.7584121716,0.01752349999999936,,4302962.876742125,1669378.125,3690165.2229679255,4169875.625
27,3165920.7107408363,0.04515499999999939,,4222738.694878015,1669378.125,3734785.778098116,4169875.625
28,3463869.9828275163,0.022389800000000903,,4159973.5943122744,1669378.125,3776420.7040239936,4169875.625
29,3419070.1003671912,0.02292790000000089,,4304183.904399356,1669378.125,3792952.816444968,4169875.625
