,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,477762.7652177138,72.69916660000035,0.04714753460408167,975030.3646913248,157350.0,652877.852800892,535470.0
1,447175.06132491236,44.692382799999905,0.04924992178209174,935364.0945747787,157350.0,595664.8607615391,535470.0
2,451110.2424952842,78.44950489999974,0.04952941659272979,778790.4852611173,157350.0,590832.0033204808,535470.0
3,411082.7307973146,173.44632039999942,0.049311802594341585,644343.3653219508,157350.0,524363.3930158108,535470.0
4,348387.140177449,101.69676869999967,0.04987154828231079,779626.0273073711,157350.0,571326.8459191287,535470.0
5,401595.4507601741,5.93943709999985,0.04135871477830889,893023.7444728677,157350.0,662928.7307332265,535470.0
6,377712.684176055,21.31605169999966,0.04567573750771537,834767.6423051613,157350.0,596862.2179643351,535470.0
7,416588.1696273334,67.9258190999999,0.04513486016705313,747637.5260424537,157350.0,544444.3672715297,535470.0
8,450992.04745658045,10.254501899999923,0.04851554303795821,692004.8336830493,157350.0,532325.452865421,535470.0
9,444323.82398187934,1035.7471023999997,0.04996081294958803,952592.7763266383,157350.0,518664.84875076555,535470.0
