,obj,time,agent_ub,ind_ub,capacity_value,income_ub
0,518296.58002434013,14152.0211056,667971.4916432247,236025.0,449128.8117465648,551205.0
1,448725.0595999408,350.9098531999989,514699.31799613964,236025.0,457603.71567661746,551205.0
2,450620.5563282694,171.40416069999992,575208.8092603022,236025.0,473636.34663267725,551205.0
3,515520.5078802062,100.35399130000224,631523.2901569223,236025.0,501634.09003612597,551205.0
4,444673.6173884041,208.4577562000013,630011.1541060194,236025.0,512279.0264182829,551205.0
