gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
357569.6908821617,7.723208900000003,0.0433952740494611,926573.4623540492,78675.0,589204.5692729693,519735.0,334036.32931741874,0.0018482999999998,373790.42898503284,0.9341852451009376,0.00023931762353337347,0.8936460203768195,334036.32931741874,0.0018482999999998,0.9341852451009376,0.00023931762353337347,0.8936460203768195
423033.6791496132,60.8500451,0.048106064377016,870763.3121462313,78675.0,469373.5132829487,519735.0,408680.4558823497,0.0014053,444412.6213208316,0.9660707315405325,2.3094477542137432e-05,0.9195968707362925,408680.4558823497,0.0014053,0.9660707315405325,2.3094477542137432e-05,0.9195968707362925
413747.31604594697,52.25160450000001,0.0499394237349994,571749.1736069517,78675.0,448396.5961288829,519735.0,372038.4523448192,0.0014884000000003,435495.7214123369,0.8991924247395094,2.8485249673056446e-05,0.8542872732211415,372038.4523448192,0.0014884000000003,0.8991924247395094,2.8485249673056446e-05,0.8542872732211415
465854.6150103818,74.97519870000002,0.0420763293636138,590593.9330707592,78675.0,452718.5567558686,519735.0,446557.8128592343,0.0014108000000003,486317.05144199677,0.9585776301674773,1.8816889110829385e-05,0.9182442020799582,446557.8128592343,0.0014108000000003,0.9585776301674773,1.8816889110829385e-05,0.9182442020799582
507074.1574041144,22.91110049999997,0.0450451927161983,653080.4692263237,78675.0,494986.7886536574,519735.0,467977.807136858,0.0018861000000001,530992.8318455155,0.9228981605621475,8.232254055190855e-05,0.8813260350622006,467977.807136858,0.0018861000000001,0.9228981605621475,8.232254055190855e-05,0.8813260350622006
413099.9935899057,73.1531397,0.0487708932291425,635136.7175408694,78675.0,472201.7977117107,519735.0,339758.0426223885,0.0017456000000004,434280.2282325637,0.8224595688560444,2.386227039822325e-05,0.7823474810380796,339758.0426223885,0.0017456000000004,0.8224595688560444,2.386227039822325e-05,0.7823474810380796
295382.7244120272,7.260312499999998,0.0430859940650114,571274.4181351194,78675.0,464065.43143324665,519735.0,239564.1223935928,0.0013158999999998,308682.6220329093,0.8110295646790316,0.00018124564197474974,0.7760855496687221,239564.1223935928,0.0013158999999998,0.8110295646790316,0.00018124564197474974,0.7760855496687221
521578.076322292,46.71048830000001,0.0452030708912224,650300.306206729,78675.0,506428.2327951031,519735.0,514215.791136036,0.0011137000000003,546271.2126746586,0.9858845961506505,2.3842610953829394e-05,0.9413195848602884,514215.791136036,0.0011137000000003,0.9858845961506505,2.3842610953829394e-05,0.9413195848602884
503751.31290868187,37.38090979999998,0.0463020728103318,772079.961285298,78675.0,529698.69606141,519735.0,469809.528259336,0.0015140000000002,528208.459457517,0.9326219430508984,4.0501956964145395e-05,0.8894396139392426,469809.528259336,0.0015140000000002,0.9326219430508984,4.0501956964145395e-05,0.8894396139392426
441110.8497031831,52.39996020000001,0.0489715827560584,750059.8294263879,78675.0,528792.1634057065,519735.0,391282.0861753909,0.0018421000000001,463825.09891924384,0.8870380006265518,3.515460685407352e-05,0.8435983457711,391282.0861753909,0.0018421000000001,0.8870380006265518,3.515460685407352e-05,0.8435983457711
