,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,381065.0530110506,554.3181354999979,0.04764414423701133,782385.5354184394,78675.0,653784.1529020957,519735.0
1,349306.7230152364,630.2571260000041,0.04797150584731657,733389.9596618665,78675.0,594036.6291124615,519735.0
2,357604.26616058324,229.2628024000005,0.04861207931539599,628828.9078562447,78675.0,589412.2583656026,519735.0
3,324451.2917844472,84.9068707999977,0.04951653246290214,509236.9028673979,78675.0,522245.63256211986,519735.0
4,276396.6761931412,125.96044039999833,0.03175289398252634,626725.1941185445,78675.0,566981.8021737472,519735.0
5,316008.6103004958,193.73007669999788,0.04008038884570463,721549.6196882536,78675.0,666223.3783916695,519735.0
6,295300.8070538272,226.8785973999984,0.04011781329457025,663851.7539856214,78675.0,594105.7089300116,519735.0
7,308339.4475200289,308.99988320000557,0.04179971460292471,604320.2490785238,78675.0,542919.0688052329,519735.0
8,342990.45984512684,170.22538670000358,0.03527155258518807,563691.2145540538,78675.0,528587.7339629846,519735.0
9,376296.76361250796,598.0077000000019,0.04978268092588433,777308.0866428039,78675.0,518292.8085849091,519735.0
