room,time,demand_ID,rev
1,1,1,0.0
1,1,2,1.0
1,1,3,2.0
1,1,4,3.0
1,1,5,4.0
1,1,6,5.0
1,1,7,6.0
1,1,8,7.0
1,1,9,8.0
1,1,10,9.0
1,1,11,9.0
1,1,12,9.0
1,1,13,9.0
1,1,14,9.0
1,1,15,9.0
1,1,16,9.0
1,1,17,9.0
1,1,18,9.0
1,1,19,9.0
1,1,20,9.0
1,1,21,9.0
1,2,1,0.0
1,2,2,1.0
1,2,3,2.0
1,2,4,3.0
1,2,5,4.0
1,2,6,5.0
1,2,7,6.0
1,2,8,7.0
1,2,9,8.0
1,2,10,9.0
1,2,11,9.0
1,2,12,9.0
1,2,13,9.0
1,2,14,9.0
1,2,15,9.0
1,2,16,9.0
1,2,17,9.0
1,2,18,9.0
1,2,19,9.0
1,2,20,9.0
1,2,21,9.0
1,3,1,0.0
1,3,2,1.0
1,3,3,2.0
1,3,4,3.0
1,3,5,4.0
1,3,6,5.0
1,3,7,6.0
1,3,8,7.0
1,3,9,8.0
1,3,10,9.0
1,3,11,9.0
1,3,12,9.0
1,3,13,9.0
1,3,14,9.0
1,3,15,9.0
1,3,16,9.0
1,3,17,9.0
1,3,18,9.0
1,3,19,9.0
1,3,20,9.0
1,3,21,9.0
1,4,1,0.0
1,4,2,1.0
1,4,3,2.0
1,4,4,3.0
1,4,5,4.0
1,4,6,5.0
1,4,7,6.0
1,4,8,7.0
1,4,9,8.0
1,4,10,9.0
1,4,11,9.0
1,4,12,9.0
1,4,13,9.0
1,4,14,9.0
1,4,15,9.0
1,4,16,9.0
1,4,17,9.0
1,4,18,9.0
1,4,19,9.0
1,4,20,9.0
1,4,21,9.0
1,5,1,0.0
1,5,2,1.0
1,5,3,2.0
1,5,4,3.0
1,5,5,4.0
1,5,6,5.0
1,5,7,6.0
1,5,8,7.0
1,5,9,8.0
1,5,10,9.0
1,5,11,9.0
1,5,12,9.0
1,5,13,9.0
1,5,14,9.0
1,5,15,9.0
1,5,16,9.0
1,5,17,9.0
1,5,18,9.0
1,5,19,9.0
1,5,20,9.0
1,5,21,9.0
1,6,1,0.0
1,6,2,1.0
1,6,3,2.0
1,6,4,3.0
1,6,5,4.0
1,6,6,5.0
1,6,7,5.0
1,6,8,5.0
1,6,9,5.0
1,6,10,5.0
1,6,11,5.0
1,6,12,5.0
1,6,13,5.0
1,6,14,5.0
1,6,15,5.0
1,6,16,5.0
1,6,17,5.0
1,6,18,5.0
1,6,19,5.0
1,6,20,5.0
1,6,21,5.0
2,1,1,0.0
2,1,2,1.0
2,1,3,2.0
2,1,4,3.0
2,1,5,3.0
2,1,6,3.0
2,1,7,3.0
2,1,8,3.0
2,1,9,3.0
2,1,10,3.0
2,1,11,3.0
2,2,1,0.0
2,2,2,1.0
2,2,3,2.0
2,2,4,3.0
2,2,5,3.0
2,2,6,3.0
2,2,7,3.0
2,2,8,3.0
2,2,9,3.0
2,2,10,3.0
2,2,11,3.0
2,3,1,0.0
2,3,2,1.0
2,3,3,2.0
2,3,4,3.0
2,3,5,3.0
2,3,6,3.0
2,3,7,3.0
2,3,8,3.0
2,3,9,3.0
2,3,10,3.0
2,3,11,3.0
2,4,1,0.0
2,4,2,1.0
2,4,3,2.0
2,4,4,3.0
2,4,5,3.0
2,4,6,3.0
2,4,7,3.0
2,4,8,3.0
2,4,9,3.0
2,4,10,3.0
2,4,11,3.0
2,5,1,0.0
2,5,2,1.0
2,5,3,2.0
2,5,4,3.0
2,5,5,3.0
2,5,6,3.0
2,5,7,3.0
2,5,8,3.0
2,5,9,3.0
2,5,10,3.0
2,5,11,3.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,0.0
2,6,9,0.0
2,6,10,0.0
2,6,11,0.0
