1,2,3,4,5,6
0.0,280.0,420.0,1120.0,2170.0,2870.0
-520.0,0.0,140.0,840.0,1889.9999999999998,2590.0
-780.0,-260.0,0.0,700.0,1750.0,2450.0
-2080.0,-1560.0,-1300.0,0.0,1050.0,1750.0
-4030.0,-3510.0,-3250.0,-1950.0,0.0,700.0
-5330.0,-4810.0,-4550.0,-3250.0,-1300.0,0.0
