,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,2653572.3627981655,148.23115710000002,0.029162457172683696,3421702.8604029953,556459.375,3514526.495969285,3947291.875
1,2453039.2544821524,52.062048400000094,0.02305099127012059,3690116.7460195455,556459.375,3775177.5856645824,3947291.875
2,2824478.380852934,290.4755776999991,0.035295365359464904,3247006.217012414,556459.375,3428745.5350253982,3947291.875
3,2929423.06148801,233.2228486999993,0.009680240283083216,3884024.9140959634,556459.375,3587136.01999562,3947291.875
4,2918189.5221540118,66.9113565000007,0.020900282374573333,3675563.249249223,556459.375,3624294.057061243,3947291.875
5,2471541.0045028543,134.6025064000005,0.0010125292853732089,3213127.138150166,556459.375,3298865.8524971413,3947291.875
6,2595876.610059394,84.31302919999871,0.022045114367993432,3227946.678281974,556459.375,3237814.813848121,3947291.875
7,2305332.081154019,146.5071022000011,0.00025681761528384986,2797396.4373437525,556459.375,3055668.4044811237,3947291.875
8,2318166.566797757,111.88475909999943,0.0013671039102087872,3124588.645619406,556459.375,3380821.2418314507,3947291.875
9,2639712.265552322,135.7947636000008,0.03971346730461632,3587931.3136834116,556459.375,3600165.51837298,3947291.875
10,2610767.2054544413,143.23352879999948,0.0034974150394496985,2863445.395961618,556459.375,3174535.251796621,3947291.875
11,2409915.364346208,69.07887750000009,0.017337670398890743,3447108.4502631705,556459.375,3497948.603284436,3947291.875
12,2632113.9159086645,121.06539429999975,0.0,3423636.4531238205,556459.375,3499779.3861750644,3947291.875
13,2672637.811813292,133.72355120000066,0.01089358316063363,3126506.235221374,556459.375,3321879.4424111135,3947291.875
14,2289691.9997832826,27.94276019999961,0.033899670574490365,3283015.348511865,556459.375,3270060.939533899,3947291.875
15,2458334.371109994,83.4582477999993,0.0,3357246.48106383,556459.375,3243460.771352705,3947291.875
16,2614556.577052428,97.53668870000001,0.016056579795607307,3530583.1792037454,556459.375,3640961.3721007663,3947291.875
17,2697102.5113323685,138.38779160000013,0.009220147419197518,3255260.3464647313,556459.375,3368462.588505849,3947291.875
18,2689725.949757967,100.42730130000018,0.008831574916290916,3357224.236084546,556459.375,3327363.949670299,3947291.875
19,2635908.9252532623,116.60970129999987,0.0007636542354192571,3577900.1363911573,556459.375,3690978.799588116,3947291.875
20,2439499.956840098,83.25866859999951,0.04869754407375106,3058511.0685419017,556459.375,3223112.2148388554,3947291.875
21,2507527.861815173,185.47150949999923,7.248642061144094e-07,2928212.366605049,556459.375,3220995.258159461,3947291.875
22,2347675.782078716,22.150854899999104,0.03425678603858394,3081217.0673726024,556459.375,3393882.878277159,3947291.875
23,2557850.2320811274,119.10583499999848,0.026780565394936406,3369852.693210425,556459.375,3405843.6360145714,3947291.875
24,3127214.202586638,173.49941840000065,5.8368881072795554e-05,3710482.6761337374,556459.375,3971728.7937216116,3947291.875
25,2562448.017633306,46.49957180000092,0.013307910687968855,3431728.806478214,556459.375,3592399.7954485556,3947291.875
26,2598902.1572387824,145.08884690000014,0.04404740720415394,3464152.0442794366,556459.375,3515170.350854623,3947291.875
27,2468997.4020213056,112.28961100000015,0.04137255801085013,3475735.5622216845,556459.375,3559875.0432106294,3947291.875
28,3025041.4791407445,60.740593999998964,6.157420194317589e-16,3320164.463679014,556459.375,3588896.3824437773,3947291.875
29,2776079.7558535007,261.08531930000026,0.013796115531891912,3429364.031553162,556459.375,3624706.611899751,3947291.875
