,obj,time,agent_ub,ind_ub,capacity_value,income_ub
0,428853.0403007782,30037.465458399998,532527.9558776391,157350.0,444452.84393590275,535470.0
1,376439.73999653524,4243.9855271000015,410027.4482596144,157350.0,450026.2476492765,535470.0
2,363365.7761479776,402.37652620000154,457704.99881854333,157350.0,467921.42168308794,535470.0
3,417773.5838020983,66.76931199999672,498496.9630537519,157350.0,497493.48773215734,535470.0
4,356757.1315958392,1563.0263294000033,501416.67890072346,157350.0,506152.5491768031,535470.0
