,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,468846.10222079285,0.9215531000000006,0.013946006144831945,975030.3646913248,157350.0,652877.852800892,535470.0
1,423509.3655055253,0.8966169000000015,0.04682002604041159,935364.0945747787,157350.0,595664.8607615391,535470.0
2,441762.4445270428,0.9339138000000062,0.01196407186239415,778790.4852611173,157350.0,590832.0033204808,535470.0
3,381863.7249077082,0.9819364000000022,0.022712599531316824,644343.3653219508,157350.0,524363.3930158108,535470.0
4,344322.1739487892,0.8464359999999971,0.014041117322432288,779626.0273073711,157350.0,571326.8459191287,535470.0
5,364662.5568790302,0.8659743000000049,3.192412262538744e-16,893023.7444728677,157350.0,662928.7307332265,535470.0
6,346027.3783865991,0.8666430000000034,0.04699900901114917,834767.6423051613,157350.0,596862.2179643351,535470.0
7,400049.4920783665,0.9098575000000011,0.0,747637.5260424537,157350.0,544444.3672715297,535470.0
8,447937.332409156,0.9386009999999985,2.5989198355228504e-16,692004.8336830493,157350.0,532325.452865421,535470.0
9,437129.10536470055,0.9303900000000027,0.0,952592.7763266383,157350.0,518664.84875076555,535470.0
