,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,2751945.3486332796,0.030166600000000265,,4278694.500956661,1112918.75,3572677.073766169,4058583.75
1,2905225.8878735583,0.026602500000000084,,4750724.083249865,1112918.75,3840450.4363067406,4058583.75
2,3118418.93549783,0.03223139999999969,,3985919.374607551,1112918.75,3506712.926575053,4058583.75
3,2694331.9032364516,0.043778500000000165,,4877430.595376038,1112918.75,3663879.395527308,4058583.75
4,3496771.633466692,0.02349230000000002,,4673736.791963877,1112918.75,3696157.749506836,4058583.75
5,2517507.3142804857,0.041862100000000346,,3922260.3763136477,1112918.75,3400877.965772142,4058583.75
6,3289661.194497425,0.015989000000000253,,4159132.591569719,1112918.75,3317015.0699448353,4058583.75
7,2545249.5452735573,0.024224999999999497,,3501019.440540894,1112918.75,3168776.644733253,4058583.75
8,2356150.206126849,0.023246499999999948,,3814495.379178946,1112918.75,3465009.307920351,4058583.75
9,3067541.912684097,0.023169499999999843,,4403210.204580089,1112918.75,3673400.2200461994,4058583.75
10,2765248.60883389,0.05791190000000057,,3572844.6074431445,1112918.75,3285647.331067441,4058583.75
11,3089378.6592678735,0.00971609999999945,,4215018.430090936,1112918.75,3580517.0057013375,4058583.75
12,2890020.057615868,0.01573150000000023,,4217588.928627055,1112918.75,3578972.115844671,4058583.75
13,3059406.0723712454,0.017614599999999925,,3880897.0120128775,1112918.75,3416899.3013022086,4058583.75
14,2977678.8220424578,0.014802800000000005,,4186186.948708689,1112918.75,3358473.4828762766,4058583.75
15,2648422.7820880273,0.020849399999999463,,4197611.092035128,1112918.75,3338366.8911244865,4058583.75
16,3021282.3870789716,0.035320099999999854,,4401730.760049144,1112918.75,3724723.497853574,4058583.75
17,3096012.778422695,0.024548799999999815,,4002183.552429922,1112918.75,3462815.2801791397,4058583.75
18,3052055.92946781,0.013727699999999565,,4172624.490372131,1112918.75,3414654.953045671,4058583.75
19,3158163.187397417,0.019461599999999635,,4436675.848645444,1112918.75,3767367.21525751,4058583.75
20,3024494.1730799056,0.023981000000000918,,3889603.1176200025,1112918.75,3323840.8955840757,4058583.75
21,2867778.336768627,0.021824499999999247,,3637561.5956712724,1112918.75,3332616.4218915226,4058583.75
22,2687824.7635494713,0.04276570000000035,,3883881.8695367477,1112918.75,3475562.3479652083,4058583.75
23,2966420.5451131407,0.02122489999999999,,4145222.4480356406,1112918.75,3515931.410102695,4058583.75
24,3746442.5450196723,0.01652819999999977,,4733986.205113972,1112918.75,4045801.031587575,4058583.75
25,2727267.878252249,0.057610099999999775,,4236469.858231657,1112918.75,3668729.7727808044,4058583.75
26,3045478.6728902813,0.030717799999999684,,4302962.876742125,1112918.75,3591996.521997112,4058583.75
27,2973911.533345804,0.017880699999999194,,4222738.694878015,1112918.75,3637252.354997331,4058583.75
28,2884477.8003108264,0.033152400000000526,,4159973.5943122744,1112918.75,3679788.145075594,4058583.75
29,3035547.956701639,0.038343900000000986,,4304183.904399356,1112918.75,3699635.1312618065,4058583.75
