,obj,time,agent_ub,ind_ub,capacity_value,income_ub
0,431698.2906458524,1.0793306999999999,532527.9558776391,236025.0,457327.88500145765,551205.0
1,368866.7023288567,1.0091728999999958,410027.4482596144,236025.0,465087.54856463417,551205.0
2,367484.8345663253,0.9871288000000007,457704.99881854333,236025.0,480830.6387506184,551205.0
3,418251.98794242024,0.9973635999999999,498496.9630537519,236025.0,507744.85918594344,551205.0
4,379606.7474529174,0.9857018000000011,501416.67890072346,236025.0,515747.08211016346,551205.0
