order,from type,to type,upgrade amount
1,1,2,2.0000000000000058
2,1,2,0.0
3,1,2,0.0
4,1,2,0.0
5,1,2,0.0
6,1,2,0.0
7,1,2,0.0
8,1,2,0.0
9,1,2,0.0
