,ind_demand_0.5,ind_demand_1,ind_demand_2
stay_mul_0.048_high_request_room_id_0,0.6530187074967289,0.8030187075029487,1.0898809527607147
stay_mul_0.048_high_request_room_id_5,0.7608843537414967,0.8387755102040817,1.0892006802721088
stay_mul_0.143_high_request_room_id_0,0.6757227891156463,0.8068877551020408,1.0987244897959183
stay_mul_0.143_high_request_room_id_5,0.7539965986394557,0.8302295918367346,1.0923044217687075
stay_mul_0.500_high_request_room_id_0,0.7933673469387755,0.8948979591836734,1.1476190476190475
stay_mul_0.500_high_request_room_id_5,0.8344387755102041,0.8980867346938776,1.1010204081632653
