,ind_demand_0.5,ind_demand_1,ind_demand_2
stay_mul_0.048_high_request_room_id_0,91.1010964,156.881731,60.33168434999999
stay_mul_0.048_high_request_room_id_5,132.9574417,156.08626485000002,252.52143794999995
stay_mul_0.143_high_request_room_id_0,216.6780126499998,168.26516129999982,33.715368649999846
stay_mul_0.143_high_request_room_id_5,162.81591544999992,159.17035604999978,1266.6564406500001
stay_mul_0.500_high_request_room_id_0,13.894636400000309,14.264398299999812,14.002860399999918
stay_mul_0.500_high_request_room_id_5,25.45601005000026,29.80151435000016,33.24143830000048
