room,time,demand_ID,rev
1,1,1,0.0
1,1,2,1.0
1,1,3,2.0
1,1,4,3.0
1,1,5,4.0
1,1,6,4.0
1,1,7,4.0
1,1,8,3.999999999999999
1,1,9,3.999999999999999
1,1,10,3.9999999999999996
1,1,11,3.9999999999999996
1,1,12,3.9999999999999987
1,1,13,4.0
1,1,14,4.0
1,1,15,4.0
1,1,16,4.0
1,1,17,4.0
1,1,18,3.9999999999999964
1,1,19,3.9999999999999964
1,1,20,4.0
1,1,21,3.9999999999999964
1,2,1,0.0
1,2,2,1.0
1,2,3,2.0
1,2,4,3.0
1,2,5,4.0
1,2,6,4.0
1,2,7,4.0
1,2,8,4.0
1,2,9,4.0
1,2,10,4.0
1,2,11,4.0
1,2,12,4.0
1,2,13,4.0
1,2,14,4.0
1,2,15,4.0
1,2,16,4.0
1,2,17,4.0
1,2,18,4.0
1,2,19,4.0
1,2,20,4.0
1,2,21,4.0
1,3,1,0.0
1,3,2,1.0
1,3,3,2.0
1,3,4,3.0
1,3,5,4.0
1,3,6,4.000000000000001
1,3,7,4.000000000000002
1,3,8,4.000000000000001
1,3,9,4.000000000000002
1,3,10,4.000000000000003
1,3,11,4.000000000000003
1,3,12,4.000000000000002
1,3,13,4.000000000000002
1,3,14,4.000000000000002
1,3,15,4.0
1,3,16,4.0
1,3,17,4.0
1,3,18,4.000000000000002
1,3,19,4.000000000000001
1,3,20,4.0
1,3,21,4.0
1,4,1,0.0
1,4,2,1.0
1,4,3,2.0
1,4,4,3.0
1,4,5,4.0
1,4,6,4.0
1,4,7,4.0
1,4,8,4.0
1,4,9,4.0
1,4,10,4.0
1,4,11,4.0
1,4,12,4.0
1,4,13,4.0
1,4,14,4.0
1,4,15,4.0
1,4,16,4.0
1,4,17,4.0
1,4,18,4.0
1,4,19,4.0
1,4,20,4.0
1,4,21,4.0
1,5,1,0.0
1,5,2,1.0
1,5,3,2.0
1,5,4,3.0
1,5,5,4.0
1,5,6,5.0
1,5,7,6.0
1,5,8,7.0
1,5,9,7.0
1,5,10,7.0
1,5,11,7.0
1,5,12,7.0
1,5,13,7.0
1,5,14,7.0
1,5,15,7.0
1,5,16,7.0
1,5,17,7.0
1,5,18,7.0
1,5,19,7.0
1,5,20,7.0
1,5,21,7.0
1,6,1,0.0
1,6,2,1.0
1,6,3,2.0
1,6,4,3.0
1,6,5,4.0
1,6,6,5.0
1,6,7,6.0
1,6,8,6.999999999999999
1,6,9,6.999999999999999
1,6,10,7.0
1,6,11,6.999999999999999
1,6,12,7.0
1,6,13,7.0
1,6,14,7.0
1,6,15,7.0
1,6,16,7.0
1,6,17,6.999999999999999
1,6,18,7.0
1,6,19,7.0
1,6,20,7.0
1,6,21,6.999999999999999
2,1,1,0.0
2,1,2,1.0
2,1,3,1.0
2,1,4,1.0
2,1,5,1.0
2,1,6,1.0
2,1,7,1.0
2,1,8,1.0
2,1,9,1.0
2,1,10,1.0
2,1,11,1.0
2,2,1,0.0
2,2,2,1.0
2,2,3,1.0
2,2,4,1.0
2,2,5,1.0
2,2,6,1.0
2,2,7,1.0
2,2,8,1.0
2,2,9,1.0
2,2,10,1.0
2,2,11,1.0
2,3,1,0.0
2,3,2,1.0
2,3,3,1.0
2,3,4,1.0
2,3,5,1.0
2,3,6,1.0
2,3,7,1.0
2,3,8,1.0
2,3,9,1.0
2,3,10,1.0
2,3,11,1.0
2,4,1,0.0
2,4,2,1.0
2,4,3,1.0
2,4,4,1.0
2,4,5,1.0
2,4,6,1.0
2,4,7,1.0
2,4,8,1.0
2,4,9,1.0
2,4,10,1.0
2,4,11,1.0
2,5,1,0.0
2,5,2,1.0
2,5,3,2.0
2,5,4,2.0
2,5,5,2.0
2,5,6,2.0
2,5,7,2.0
2,5,8,2.0
2,5,9,2.0
2,5,10,2.0
2,5,11,1.9999999999999964
2,6,1,0.0
2,6,2,1.0
2,6,3,2.0
2,6,4,2.0
2,6,5,2.0
2,6,6,1.9999999999999867
2,6,7,1.9999999999999867
2,6,8,1.9999999999999867
2,6,9,1.9999999999999858
2,6,10,1.999999999999984
2,6,11,1.9999999999999964
