,obj,time,agent_ub,ind_ub,capacity_value,income_ub
0,385259.88700463355,5.351143800000003,801455.3630352754,78675.0,611437.5351074857,519735.0
1,335024.769346567,5.168300699999989,880433.6866577836,78675.0,629841.5308223313,519735.0
2,399931.3164204467,5.578355099999996,796736.0047351806,78675.0,608158.9380638074,519735.0
3,484437.4273984716,4.862018800000001,758050.9575108347,78675.0,602201.8086843273,519735.0
4,429907.3512560776,5.4903017999999975,769360.6744142362,78675.0,586875.8992486063,519735.0
