gurobi_obj,gurobi_time,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_est
392713.5308700284,1.1101713000000002,801455.3630352754,78675.0,611437.5351074857,519735.0,204595.94251804877,0.0013596999999998,392713.5308700284,0.5209801202030937,0.0012247659437780456,0.5209801202030937,342631.26745781687,0.0013676,0.8724712558254412,0.0012318819627205279,0.8724712558254412
336121.4720352685,1.0051106999999997,880433.6866577836,78675.0,629841.5308223313,519735.0,210615.3829181954,0.0015547999999998,336121.4720352685,0.6266049641008831,0.0015468942873653622,0.6266049641008831,269391.4087950711,0.0015252000000001,0.8014703945090556,0.001517444794886872,0.8014703945090556
399490.3505171471,0.9926271999999994,796736.0047351806,78675.0,608158.9380638074,519735.0,399490.350517147,0.0013422,399490.3505171471,0.9999999999999997,0.0013521692736205503,0.9999999999999997,386674.29006262927,0.0015221999999996,0.967918973667506,0.0015335062347672933,0.967918973667506
494063.3286316432,0.9485435999999988,758050.9575108347,78675.0,602201.8086843273,519735.0,485892.74442013726,0.001513,494063.3286316432,0.9834624758851559,0.001595076915810725,0.9834624758851559,435598.61944065714,0.0014918999999999,0.8816655562093431,0.0015728322873085664,0.8816655562093431
358466.8224653723,1.0134140999999983,769360.6744142362,78675.0,586875.8992486063,519735.0,348780.46853597945,0.0012232,358466.8224653723,0.9729783809202356,0.0012070090597713235,0.9729783809202356,414157.6964211774,0.0013841000000001,1.1553585170666243,0.0013657792998934023,1.1553585170666243
