,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,292545.8700078712,0.9003811999999982,0.0,745497.3788638108,78675.0,590094.0594410646,519735.0
1,343311.883669078,0.9545871000000048,0.017297249742350203,691510.0781171147,78675.0,471595.290516576,519735.0
2,328938.91239726986,0.9875041999999965,0.0,446913.21770466823,78675.0,449815.5093866808,519735.0
3,378063.0419554007,0.9441512999999944,0.01954412633516852,466041.6723303552,78675.0,454513.5442202877,519735.0
4,428731.0092132924,0.932122899999996,0.007606289964425327,535485.3691231982,78675.0,498270.1468608564,519735.0
5,325748.76878206985,1.0185362999999938,0.02050050631515817,511394.8060609272,78675.0,474349.7576104514,519735.0
6,249902.95318013566,0.8328444000000133,0.018563194285187375,457266.3997871235,78675.0,466704.6463637021,519735.0
7,420669.48267010803,0.9747801999999979,4.151073228131996e-16,514091.8171596147,78675.0,508913.85244834574,519735.0
8,429176.5664617205,0.9472328999999888,0.0,640198.8465730083,78675.0,533519.6789106844,519735.0
9,310955.7116455336,1.015211100000002,0.029593025370230945,618984.0707591822,78675.0,533288.84164341,519735.0
