,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,342631.26745781687,0.0013676000000000244,,801455.3630352754,78675.0,611437.5351074857,519735.0
1,269391.4087950711,0.0015252000000001154,,880433.6866577836,78675.0,629841.5308223313,519735.0
2,386674.29006262927,0.001522199999999696,,796736.0047351806,78675.0,608158.9380638074,519735.0
3,435598.61944065714,0.0014918999999999905,,758050.9575108347,78675.0,602201.8086843273,519735.0
4,414157.6964211774,0.0013841000000001102,,769360.6744142362,78675.0,586875.8992486063,519735.0
