gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
375563.5372161897,0.894264899999996,0.0,745497.3788638108,236025.0,593658.0584633786,551205.0,344238.51099688053,0.0018553999999992,375563.5372161897,0.9165919395383764,0.002074776724435017,0.9165919395383764,361766.9959661398,0.0018262,0.9632644282980323,0.0020421242072679005,0.9632644282980323
392194.9919798976,1.0022283999999928,0.016182353130453,691510.0781171147,236025.0,490807.33409753727,551205.0,362239.9156065872,0.0018706000000001,398646.02269316907,0.9236219814483358,0.0018664408232695396,0.9086756043854901,386262.7610193179,0.0012855000000016,0.9848742817172847,0.0012826417611011714,0.9689366983014344
410064.3600696162,0.9897907999999944,0.018689673698464,446913.2177046682,236025.0,479214.69440464897,551205.0,409517.2276158208,0.0019563999999991,417874.2942766221,0.9986657400469954,0.0019765792933204786,0.980001003231682,382500.6919612477,0.0016320000000007,0.9327820927824866,0.0016488332686065673,0.9153486998366116
427115.1151867821,0.9423426999999976,0.014233323716342,466041.6723303552,236025.0,482477.777032556,551205.0,426899.3815188381,0.002008,433282.16043679503,0.9994949050963705,0.0021308596119012807,0.9852687705592993,420363.3719929031,0.0014018,0.9841922166792755,0.0014875692250812824,0.970183890260175
452117.8197528357,0.9204948999999942,0.0082412910881461,535485.3691231982,236025.0,518052.3371896461,551205.0,454353.6799682266,0.0009995000000007,455874.81681798806,1.004945304338177,0.0010858289383251403,0.9966632575574605,457411.4740966697,0.0011708000000005,1.0117085726608341,0.0012719244832323433,1.0033707878171634
388174.4596014584,0.9974715999999972,0.0211085162784037,511394.8060609272,236025.0,498073.4096164492,551205.0,389371.5405805905,0.0015315000000004,396544.9348130788,1.003083873628268,0.0015353820600009106,0.9819102613531815,394416.4672102115,0.0017385,1.0160804181067498,0.0017429067654658086,0.9946324680609763
331562.8540743556,0.8420520999999894,0.0261979194940387,457266.3997871235,236025.0,493439.1406107082,551205.0,332346.32284560474,0.0008561,340482.79492490354,1.002362957012891,0.0010166829344645193,0.9761031329612606,308441.79624890944,0.0029038999999997,0.9302664410644109,0.0034485989643630558,0.9058953957333996
458135.88308056,0.981331499999996,0.0,514091.8171596147,236025.0,527717.9307287326,551205.0,458135.8830805601,0.0010370000000001,458135.88308056,1.0000000000000002,0.0010567275176636072,1.0000000000000002,449438.2110439572,0.0011361,0.9810150822980321,0.0011577127606726214,0.9810150822980321
460894.1556112758,0.9410598999999992,0.0,640198.8465730083,236025.0,546245.4950369966,551205.0,423120.7578081325,0.0013488999999999,460894.1556112758,0.9180432267511721,0.001433383783540135,0.9180432267511721,433537.8757595166,0.0013476000000007,0.9406452012491305,0.0014320023624433483,0.9406452012491305
409531.0342278639,1.0271998999999994,0.0019308753958493,618984.0707591822,236025.0,546371.279174078,551205.0,396075.2365728952,0.0016750999999999,410323.3174258247,0.9671433993266506,0.0016307439282265321,0.9652759659326327,432040.86568012094,0.0017471000000011,1.054964897824404,0.0017008373929953662,1.0529278920597103
