gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
292545.8700078712,0.9003811999999982,0.0,745497.3788638108,78675.0,590094.0594410646,519735.0,277211.5979560371,0.0019175999999996,292545.8700078712,0.9475833582903717,0.0021297645930408184,0.9475833582903717,293655.5110206103,0.0016902000000005,1.0037930496599021,0.0018772048994364868,1.0037930496599021
343311.883669078,0.9545871000000048,0.0172972497423502,691510.0781171147,78675.0,471595.290516576,519735.0,309520.24160103605,0.0021261999999997,349354.76020502317,0.9015715922592005,0.0022273504429293975,0.8859768832672847,337313.3270303998,0.0014420000000008,0.9825273842123675,0.0015106007613142822,0.965532362668948
328938.91239726986,0.9875041999999964,0.0,446913.2177046682,78675.0,449815.5093866808,519735.0,262379.13374902215,0.0020033000000001,328938.91239726986,0.7976530713159854,0.002028649599667634,0.7976530713159854,273395.8091220828,0.0014646000000002,0.8311446253944382,0.0014831329324981155,0.8311446253944382
378063.0419554007,0.9441512999999944,0.0195441263351685,466041.6723303552,78675.0,454513.5442202877,519735.0,189769.15579984355,0.0033160999999997,385599.2422608929,0.5019510894752579,0.003512254868472585,0.492140893968478,357185.4140613777,0.0015306000000006,0.9447773900721935,0.0016211384764291583,0.9263125414020118
428731.0092132924,0.932122899999996,0.0076062899644253,535485.3691231982,78675.0,498270.1468608564,519735.0,426126.0710861295,0.0017037000000001,432017.05621242145,0.9939240734372286,0.001827763270272737,0.9863639987320423,401759.2704598881,0.0015853999999997,0.9370893679864758,0.0017008486756410627,0.9299615945309907
325748.76878206985,1.0185362999999938,0.0205005063151581,511394.8060609272,78675.0,474349.7576104514,519735.0,247448.43712442837,0.0020088999999998,332566.55147070537,0.7596296926911014,0.001972340111982079,0.744056899378906,310382.0957983969,0.0015520999999996,0.9528266122351687,0.0015238533962899598,0.933293184253791
249902.9531801357,0.8328444000000133,0.0185631942851873,457266.3997871235,78675.0,466704.6463637021,519735.0,182790.3518329344,0.0018647,254629.69365421662,0.7314453451103275,0.002238953638878967,0.7178673830600488,217349.2562099824,0.0011326,0.8697346447655309,0.0013599178910250007,0.85358959157819
420669.482670108,0.974780199999998,4.151073228131996e-16,514091.8171596147,78675.0,508913.85244834574,519735.0,419630.3582261942,0.0008599999999998,420669.48267010815,0.9975298316452191,0.0008822501729105718,0.9975298316452187,399255.1135540684,0.0012822999999997,0.9490945504767387,0.001315476042701424,0.9490945504767384
429176.5664617205,0.9472328999999888,0.0,640198.8465730083,78675.0,533519.6789106844,519735.0,360085.588072381,0.0015944999999999,429176.5664617205,0.83901502600911,0.001683324132850452,0.83901502600911,389091.1494102407,0.001362499999999,0.9065992410024671,0.001438400207593102,0.9065992410024671
310955.7116455336,1.015211100000002,0.0295930253702309,618984.0707591822,78675.0,533288.84164341,519735.0,295115.45064492145,0.0016921999999999,320438.4549731517,0.949059430628279,0.0016668454472177233,0.9209738908198395,343629.5272320388,0.0014432000000006,1.1050754636845226,0.0014215762613318523,1.072372937451687
