gurobi_obj,gurobi_time,gurobi_mip_gap,gurobi_agent_ub,gurobi_ind_ub,gurobi_capacity_value,gurobi_income_ub,algo_obj,algo_time,est_optimal,algo_obj_ratio_by_gurobi,algo_time_ratio_by_gurobi,algo_obj_ratio_by_est,algo_overbooking_obj,algo_overbooking_time,algo_overbooking_obj_ratio_by_gurobi,algo_overbooking_time_ratio_by_gurobi,algo_overbooking_obj_ratio_by_est
496230.1714957717,0.917488800000001,0.0085303099265878,975030.3646913248,236025.0,650134.1057096286,551205.0,496026.4131318096,0.0011613999999999,500499.5881003976,0.9995893873938623,0.001265846514965522,0.9910625801200645,495056.12558054656,0.0012761999999995,0.9976340698678474,0.0013909706581698858,0.9891239420585515
463413.9367153771,0.8940799000000013,0.0038040406203019,935364.0945747788,236025.0,596801.6898484579,551205.0,452801.8660277195,0.0020290999999996,465183.5136973767,0.9771002340523579,0.002269483968937896,0.9733833050719162,453909.67969562986,0.0014275000000001,0.9794907829334779,0.0015966134570300685,0.9757647602079875
471855.7736664315,0.9529282000000024,0.0,778790.4852611173,236025.0,592496.8775446031,551205.0,382274.7084438519,0.0013931999999998,471855.7736664315,0.8101515966912656,0.001462019908740025,0.8101515966912656,425729.760752716,0.0014877999999995,0.9022455260951765,0.0015612928655060227,0.9022455260951765
428538.6609631204,0.9768556000000004,0.0173760483400252,644343.3653219508,236025.0,531231.3300635305,551205.0,426367.4749276909,0.0017204999999997,436116.64486620517,0.9949335118783686,0.001761263384270612,0.9776454990808591,417241.0844357362,0.0024284000000003,0.9736369724449284,0.0024859354852450033,0.9567190093460896
393903.51021141285,0.8363217999999932,2.95542737774673e-16,779626.0273073711,236025.0,574354.9636045453,551205.0,360534.25364876125,0.0007028,393903.51021141297,0.9152857090693558,0.000840346383413664,0.9152857090693556,355994.0089302618,0.0010130000000003,0.9037594225529888,0.0012112562413180048,0.9037594225529886
408168.69295709726,0.8444393999999988,0.0,893023.7444728677,236025.0,659191.6120827643,551205.0,408168.6929570973,0.0016623,408168.69295709726,1.0000000000000002,0.0019685249172409556,1.0000000000000002,402987.8141964016,0.0019730999999998,0.9873070158243611,0.0023365797474629944,0.9873070158243611
379900.9424203856,0.8623243000000045,0.0455541099939018,834767.6423051613,236025.0,598022.5740456998,551205.0,384449.34961282654,0.0015365999999996,398032.98059983086,1.011972613606754,0.001781928214245606,0.9658731018556956,397013.5001917856,0.0012863999999996,1.0450447889451768,0.0014917821520274836,0.9974387036810144
435281.3916056223,0.9285035999999992,0.0,747637.5260424537,236025.0,549361.6341534025,551205.0,431942.24707207247,0.0008700000000003,435281.3916056223,0.9923287680154836,0.0009369915205501635,0.9923287680154836,444018.970818093,0.0012854000000004,1.0200734039657435,0.0013843780465691259,1.0200734039657435
481689.0074411887,0.9438075999999996,0.0,692004.8336830493,236025.0,538335.063045275,551205.0,436441.42519362224,0.0008832999999999,481689.0074411887,0.9060647398039473,0.0009358898995938371,0.9060647398039473,442055.5174590153,0.0011765999999999,0.9177197540946326,0.0012466523897454315,0.9177197540946326
472108.8498964625,0.9685360000000004,0.0,952592.7763266384,236025.0,524004.8977193114,551205.0,426655.54507324914,0.0019250999999997,472108.8498964625,0.9037228282562768,0.001987639075883291,0.9037228282562768,454252.966009912,0.0023475999999993,0.9621784597122751,0.0024238644717380657,0.9621784597122751
