,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,3599144.499432447,24.386339300000145,0.03877088264435126,4278694.500956661,1669378.125,3672083.4524344034,4169875.625
1,3494977.469237347,19.973964100000558,0.04188771567497675,4750724.083249865,1669378.125,3920683.284165894,4169875.625
2,3842579.993390374,81.15709249999964,0.0,3985919.374607551,1669378.125,3614286.1425842033,4169875.625
3,3917189.8678882886,36.57916109999951,0.004810504026070289,4877430.595376038,1669378.125,3750336.5029201303,4169875.625
4,3944832.3658811008,171.6970881999996,0.01601036682827567,4673736.791963877,1669378.125,3784062.3257044326,4169875.625
5,3385564.510887437,24.83359659999951,0.02577445803510961,3922260.3763136477,1669378.125,3514019.3702996313,4169875.625
6,3666961.1444792305,144.0187274,0.006074559385509477,4159132.591569719,1669378.125,3428372.802755966,4169875.625
7,3382983.0448962445,69.25073669999983,0.0,3501019.440540894,1669378.125,3300083.602439133,4169875.625
8,3294682.357980729,45.47333550000076,0.002581886674629871,3814495.379178946,1669378.125,3577838.0749541274,4169875.625
9,3688649.2657901864,18.228887699999177,0.015431729676803514,4403210.204580089,1669378.125,3766353.4135083864,4169875.625
10,3474156.225872542,19.13843900000029,0.014503897214795865,3572844.6074431445,1669378.125,3411094.4441018975,4169875.625
11,3378190.170239882,17.947346400000242,0.038625314506590715,4215018.430090936,1669378.125,3680691.8526919866,4169875.625
12,3537549.035118958,17.965260599999965,0.013471277733112207,4217588.928627055,1669378.125,3679168.6511711073,4169875.625
13,3498864.537529529,137.57894570000008,0.04182302626933475,3880897.0120128775,1669378.125,3530283.526715765,4169875.625
14,3344237.2559312126,185.09293700000035,0.0020453906624249055,4186186.948708689,1669378.125,3467876.248206002,4169875.625
15,3347431.327351972,93.69499880000058,0.028979815806176364,4197611.092035128,1669378.125,3448246.5692769038,4169875.625
16,3749263.222395049,20.785937399999966,0.02928493180541751,4401730.760049144,1669378.125,3815338.6017799396,4169875.625
17,3631617.9042062485,139.8830394000006,0.033106876642241996,4002183.552429922,1669378.125,3571881.5359424134,4169875.625
18,3575139.6878028424,99.24508429999969,0.01717097789668597,4172624.490372131,1669378.125,3522282.8439332712,4169875.625
19,3571658.3507362586,28.116101399999934,0.010114335865172465,4436675.848645444,1669378.125,3855430.2014271407,4169875.625
20,3515433.882510934,77.53551930000049,0.01626849806836775,3889603.1176200025,1669378.125,3440544.7839824446,4169875.625
21,3424538.3369467943,81.46515100000033,0.0,3637561.5956712724,1669378.125,3454734.7828305173,4169875.625
22,3188977.6420971067,51.18880089999948,0.04652399336649887,3883881.8695367477,1669378.125,3586496.6148927943,4169875.625
23,3455422.6935574966,63.56415230000039,0.013623227963342015,4145222.4480356406,1669378.125,3620090.197649903,4169875.625
24,4232043.06631522,88.84542770000007,2.2006453148558527e-16,4733986.205113972,1669378.125,4115634.8201279617,4169875.625
25,3509251.4667653563,36.83379540000078,0.007803227817562589,4236469.858231657,1669378.125,3764592.1465885206,4169875.625
26,3695373.1804837845,117.04167260000031,0.011559682344318721,4302962.876742125,1669378.125,3690165.2229679255,4169875.625
27,3449363.3190814313,68.78419819999999,0.04694860932190807,4222738.694878015,1669378.125,3734785.778098116,4169875.625
28,3968533.5819725916,79.16234409999925,0.0,4159973.5943122744,1669378.125,3776420.7040239936,4169875.625
29,3636255.7233141256,135.70326339999974,0.036914524358435424,4304183.904399356,1669378.125,3792952.816444968,4169875.625
