,obj,time,mip_gap,agent_ub,ind_ub,capacity_value,income_ub
0,3443737.563303687,80.44140210000023,0.01624690473481781,4278694.500956661,1112918.75,3572677.073766169,4058583.75
1,3156650.1634290298,21.227011800000128,0.046040811247203675,4750724.083249865,1112918.75,3840450.4363067406,4058583.75
2,3660355.532283483,138.35765420000007,0.006461362494839989,3985919.374607551,1112918.75,3506712.926575053,4058583.75
3,3798661.3260464603,40.32014180000033,0.003908671173378934,4877430.595376038,1112918.75,3663879.395527308,4058583.75
4,3693589.6393972454,26.41416909999998,0.049660874517897954,4673736.791963877,1112918.75,3696157.749506836,4058583.75
5,3107947.716701848,190.68997880000006,0.03717687374523599,3922260.3763136477,1112918.75,3400877.965772142,4058583.75
6,3385682.890985367,26.080629800000224,0.0492314884666141,4159132.591569719,1112918.75,3317015.0699448353,4058583.75
7,3127070.6079087327,104.63904950000006,0.0003312616570224988,3501019.440540894,1112918.75,3168776.644733253,4058583.75
8,3003971.8927535173,36.01631959999986,0.004493609877928433,3814495.379178946,1112918.75,3465009.307920351,4058583.75
9,3449886.0313478676,25.406427999999778,0.024605839909398474,4403210.204580089,1112918.75,3673400.2200461994,4058583.75
10,3376426.094413308,94.44105660000014,0.000590632386867036,3572844.6074431445,1112918.75,3285647.331067441,4058583.75
11,3019066.245409904,51.28418809999994,0.04044378780294834,4215018.430090936,1112918.75,3580517.0057013375,4058583.75
12,3358862.86194154,88.98910690000002,0.0005819412412013182,4217588.928627055,1112918.75,3578972.115844671,4058583.75
13,3380705.600692176,85.62553079999998,0.02817522443985984,3880897.0120128775,1112918.75,3416899.3013022086,4058583.75
14,3073684.665356585,133.1984625,0.017974328517243975,4186186.948708689,1112918.75,3358473.4828762766,4058583.75
15,3286686.7809793428,145.0957684,0.0,4197611.092035128,1112918.75,3338366.8911244865,4058583.75
16,3519788.2998374165,68.0884657000006,0.0014224049937409614,4401730.760049144,1112918.75,3724723.497853574,4058583.75
17,3478257.4436895237,140.87670750000052,0.016528571213631126,4002183.552429922,1112918.75,3462815.2801791397,4058583.75
18,3461500.7189157894,136.07901779999975,0.0008250984443546415,4172624.490372131,1112918.75,3414654.953045671,4058583.75
19,3310758.5240204567,116.63080300000001,0.042422485600973676,4436675.848645444,1112918.75,3767367.21525751,4058583.75
20,3250351.6563182636,84.05973710000035,0.032092598176190604,3889603.1176200025,1112918.75,3323840.8955840757,4058583.75
21,3204704.5077545033,153.7846402999994,0.008353762273486009,3637561.5956712724,1112918.75,3332616.4218915226,4058583.75
22,3122447.848873617,69.06119810000018,0.0,3883881.8695367477,1112918.75,3475562.3479652083,4058583.75
23,3246327.5194207407,98.64932359999966,0.018930866741985453,4145222.4480356406,1112918.75,3515931.410102695,4058583.75
24,4063822.6474978477,115.00523770000018,4.583480409455894e-16,4733986.205113972,1112918.75,4045801.031587575,4058583.75
25,3273950.8854847215,45.88535190000039,0.02622641207926732,4236469.858231657,1112918.75,3668729.7727808044,4058583.75
26,3485384.202615909,122.08942910000042,0.012497490322241279,4302962.876742125,1112918.75,3591996.521997112,4058583.75
27,3263921.073781289,97.43280030000005,0.034299668545162726,4222738.694878015,1112918.75,3637252.354997331,4058583.75
28,3879353.1450977456,164.54410910000024,0.0001387044390315954,4159973.5943122744,1112918.75,3679788.145075594,4058583.75
29,3464895.3083951045,60.2541411000002,0.04307983384826759,4304183.904399356,1112918.75,3699635.1312618065,4058583.75
